                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    1555                                      925                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.1997651338483149E+007                  1.6130530742439879E-008                  3.5500360910614522E+003                  6.7643865641772412E+004                  6.8850565079140836E+002                  8.4185026148830868E+000                  1.0000000000089549E-099                  1.0000000000000000E-099                  8.4178850885788526E-098                  2.8813863301809234E-001                  1.0000000000000000E-099                  6.8575747917992080E-001                  2.3065388431964345E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  7.1640668391071545E+000                  1.6443990808766493E-004                  5.3290177915688224E+000                  7.2850026864527007E-001                  5.1904748861273949E-002                  1.5523971386735611E+000                  3.5981040684807397E-002                  4.1586181200434131E+000                  2.0839883001922770E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4984683440739788E+001                  6.8296534706118712E+002                  1.4981719261774792E+001                  6.8199520785826167E+002                  4.6703476051078431E+007                  1.1340341418060326E+002                  2.2174959780443097E+006                  2.9201345165273402E+013                  1.0461386800595782E-002                  4.4364095546374229E+012                  1.1461207374251190E+016                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.7862368039558956E+014 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     grav                                   radius                    pressure_scale_height                              temperature                                      rho                                 pressure                                     abar                                  opacity                        mlt_mixing_length                                 conv_vel                             log_conv_vel                         log_conv_vel_old                                 super_ad                       conv_vel_div_L_vel                          B_equipartition 
                                       1                  1.5000000000000000E+001                  2.8379075090046433E+000                  3.5502327683189541E+000                 -8.7757650530787483E+000                  2.5663991513689899E+000                  6.6697374509954643E-001                  3.1296076567780162E-001                  2.0065489222651944E-002                  8.6729250730630270E-001                  6.8850565079140836E+002                  3.6425192053312738E+000                  3.5500360913321051E+003                  1.6758492406075731E-009                  3.6846746914510737E+002                  1.3397016119837584E+000                  1.5700421292150323E-003                  5.0702410330529199E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999992500E+001                  2.8379075090018473E+000                  3.5502327684678741E+000                 -8.7757600498481096E+000                  2.5663991525597090E+000                  6.6696235561810013E-001                  3.1297213283858105E-001                  2.0065511543318815E-002                  8.6729250731703544E-001                  6.8850565078697605E+002                  3.6424772523664473E+000                  3.5500360925494151E+003                  1.6758685471125216E-009                  3.6846747015534652E+002                  1.3397169540327569E+000                  1.5700293780448237E-003                  5.0702280723958594E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999966205E+001                  2.8379075089920454E+000                  3.5502327690158220E+000                 -8.7757267245949873E+000                  2.5663991569409976E+000                  6.6688648608790579E-001                  3.1304785368259341E-001                  2.0065660229500848E-002                  8.6729250735466523E-001                  6.8850565077143631E+002                  3.6421977969842958E+000                  3.5500360970284833E+003                  1.6759971485308411E-009                  3.6846747387255294E+002                  1.3398191620382822E+000                  1.5699444195844665E-003                  5.0701003761690259E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999868155E+001                  2.8379075089554919E+000                  3.5502327710231443E+000                 -8.7757218969109392E+000                  2.5663991729918716E+000                  6.6687552590785970E-001                  3.1305879238333545E-001                  2.0065681708804850E-002                  8.6729250749499132E-001                  6.8850565071348660E+002                  3.6421574439995714E+000                  3.5500361134368595E+003                  1.6760157792756658E-009                  3.6846748749055962E+002                  1.3398339283871448E+000                  1.5699322351789035E-003                  5.0697815546213220E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999510676E+001                  2.8379075088222265E+000                  3.5502327773306930E+000                 -8.7757213243224221E+000                  2.5663992234283652E+000                  6.6687432264946023E-001                  3.1305999328375683E-001                  2.0065684066782996E-002                  8.6729250800658819E-001                  6.8850565050221519E+002                  3.6421530628898227E+000                  3.5500361649964043E+003                  1.6760179889929505E-009                  3.6846753028228250E+002                  1.3398355495238388E+000                  1.5699311767897301E-003                  5.0697359505037970E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999998436746E+001                  2.8379075084218792E+000                  3.5502327927456125E+000                 -8.7757199252117015E+000                  2.5663993466894452E+000                  6.6687138254766976E-001                  3.1306292762394577E-001                  2.0065689828384414E-002                  8.6729250954349235E-001                  6.8850564986752772E+002                  3.6421423567076472E+000                  3.5500362910019726E+003                  1.6760233884134111E-009                  3.6846763486042965E+002                  1.3398395107068708E+000                  1.5699285907966711E-003                  5.0697267961782343E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999996012470E+001                  2.8379075075181439E+000                  3.5502328177047011E+000                 -8.7757176603352356E+000                  2.5663995462682085E+000                  6.6686662320711687E-001                  3.1306767763780669E-001                  2.0065699155076500E-002                  8.6729251301286769E-001                  6.8850564843479742E+002                  3.6421250218851564E+000                  3.5500364950240723E+003                  1.6760321290168179E-009                  3.6846780418869611E+002                  1.3398459229899649E+000                  1.5699244049546454E-003                  5.0697061357292957E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999992772608E+001                  2.8379075063103740E+000                  3.5502328462575794E+000                 -8.7757150711837948E+000                  2.5663997745844140E+000                  6.6686118276939710E-001                  3.1307310741411509E-001                  2.0065709816487809E-002                  8.6729251764940951E-001                  6.8850564652006790E+002                  3.6421052037891877E+000                  3.5500367284227636E+003                  1.6760421211169205E-009                  3.6846799789871653E+002                  1.3398532529938247E+000                  1.5699196211057158E-003                  5.0696785388724792E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999989532746E+001                  2.8379075051026104E+000                  3.5502328839358661E+000                 -8.7757116551550816E+000                  2.5664000758705567E+000                  6.6685400496959801E-001                  3.1308027114786308E-001                  2.0065723882538911E-002                  8.6729252228592690E-001                  6.8850564460534815E+002                  3.6420790633802786E+000                  3.5500370364149526E+003                  1.6760553044079016E-009                  3.6846825351868176E+002                  1.3398629239009350E+000                  1.5699133099220375E-003                  5.0696509556713293E+011                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
